UniProt_Proteome_ID IDR
UP000008865	0.0791
UP000203807	0.0817
UP000201935	0.0736
UP000007628	0.0396
UP000208065	0.0451
UP000000395	0.0206
UP000221965	0.0670
UP000000516	0.0196
UP000202319	0.1634
UP000202640	0.0143
UP000201636	0.1381
UP000202097	0.0178
UP000202446	0.0190
UP000201472	0.0346
UP000203970	0.0588
UP000201424	0.0192
UP000240995	0.0142
UP000202969	0.0277
UP000201132	0.0321
UP000208105	0.0476
UP000204662	0.0580
UP000000831	0.2215
UP000006711	0.1487
UP000011263	0.0486
UP000029782	0.1070
UP000000513	0.1040
UP000202152	0.0762
UP000107967	0.3644
UP000008257	0.4851
UP000007551	0.4655
UP000171073	0.3748
UP000122687	0.4025
UP000008258	0.4300
UP000008260	0.4089
UP000165545	0.3794
UP000149493	0.4016
UP000008256	0.3844
UP000099935	0.3738
UP000232833	0.3679
UP000007528	0.2481
UP000006636	0.3045
UP000170849	0.3000
UP000007080	0.3786
UP000008781	0.2085
UP000001295	0.3033
UP000232797	0.1822
UP000172369	0.2375
UP000110876	0.1845
UP000008780	0.2440
UP000111445	0.1508
UP000175303	0.2828
UP000232736	0.3518
UP000008261	0.2339
UP000162722	0.3164
UP000162802	0.1914
UP000158084	0.3146
UP000115631	0.2089
UP000175124	0.3163
UP000108023	0.3127
UP000008259	0.2785
UP000119077	0.3005
UP000232856	0.2875
UP000116498	0.2294
UP000147262	0.2183
UP000007553	0.2322
UP000154477	0.1989
UP000115074	0.2826
UP000162045	0.2993
UP000232667	0.1888
UP000201804	0.2908
UP000151607	0.1507
UP000166946	0.2482
UP000232879	0.2128
UP000148310	0.2592
UP000011277	0.1831
UP000203082	0.2783
UP000008779	0.1846
UP000011264	0.2453
UP000162416	0.1544
UP000232671	0.2337
UP000232595	0.1668
UP000232604	0.2692
UP000160920	0.1659
UP000204464	0.2024
UP000158564	0.1920
UP000172761	0.1848
UP000140739	0.1745
UP000007079	0.2532
UP000128597	0.2457
UP000157177	0.1325
UP000114391	0.1077
UP000007550	0.2211
UP000203477	0.2282
UP000007078	0.1631
UP000155130	0.1408
UP000008778	0.2263
UP000133488	0.1097
UP000161474	0.1621
UP000155489	0.2049
UP000144241	0.1679
UP000201802	0.2323
UP000232560	0.1641
UP000140929	0.0913
UP000201685	0.0576
UP000135983	0.1655
UP000106432	0.1720
UP000152857	0.0859
UP000119281	0.2219
UP000232847	0.1850
UP000131520	0.1398
UP000114428	0.1020
UP000123729	0.1272
UP000153626	0.0896
UP000232409	0.1140
UP000204143	0.2027
UP000203112	0.1938
UP000203449	0.1730
UP000202528	0.1330
UP000202022	0.1479
UP000014319	0.1442
UP000202086	0.1538
UP000203828	0.1628
UP000011137	0.1660
UP000011138	0.1617
UP000000877	0.1559
UP000202786	0.1229
UP000202056	0.0857
UP000202383	0.1212
UP000201664	0.0940
UP000203715	0.0919
UP000019001	0.0834
UP000203179	0.0794
UP000000259	0.0778
UP000241949	0.1197
UP000240235	0.1437
UP000217338	0.1776
UP000241995	0.1328
UP000241134	0.1051
UP000007522	0.1120
UP000008910	0.0784
UP000001069	0.0368
UP000241126	0.0181
UP000201247	0.0389
UP000134698	0.0375
UP000129592	0.0261
UP000107240	0.0917
UP000002473	0.0299
UP000124377	0.0228
UP000009266	0.0353
UP000002474	0.0238
UP000008026	0.0398
UP000127390	0.0219
UP000008034	0.0235
UP000009262	0.0241
UP000139415	0.0162
UP000006687	0.0600
UP000124990	0.0465
UP000122426	0.0672
UP000152684	0.0570
UP000143088	0.0612
UP000123877	0.0582
UP000171565	0.0702
UP000201418	0.0728
UP000201791	0.0574
UP000203017	0.0554
UP000106311	0.0535
UP000161719	0.0602
UP000000353	0.0435
UP000171571	0.0909
UP000008030	0.0904
UP000001324	0.0846
UP000001323	0.1024
UP000203898	0.0578
UP000000624	0.0521
UP000009269	0.0277
UP000203404	0.0529
UP000202904	0.0179
UP000001650	0.1124
UP000000676	0.0302
UP000008089	0.0835
UP000052105	0.1314
UP000214348	0.1984
UP000207618	0.1298
UP000214357	0.1393
UP000214374	0.1479
UP000214340	0.1245
UP000240485	0.1584
UP000221647	0.1735
UP000221275	0.1516
UP000005431	0.1266
UP000222218	0.1343
UP000226135	0.1246
UP000222305	0.1380
UP000241528	0.1098
UP000222678	0.1261
UP000224475	0.0964
UP000221249	0.1323
UP000204227	0.1032
UP000030156	0.1317
UP000222314	0.1441
UP000222295	0.0898
UP000241172	0.1225
UP000225122	0.1425
UP000228765	0.0838
UP000223061	0.1004
UP000241693	0.0928
UP000223167	0.0797
UP000221359	0.1375
UP000222922	0.1585
UP000222059	0.0751
UP000240319	0.1124
UP000226404	0.1342
UP000223368	0.1070
UP000225580	0.1072
UP000032403	0.1262
UP000231040	0.1003
UP000229691	0.1040
UP000203289	0.0998
UP000225954	0.1179
UP000231327	0.0983
UP000223190	0.1312
UP000223765	0.1155
UP000222868	0.0835
UP000241935	0.1180
UP000223378	0.0896
UP000002260	0.0942
UP000242003	0.0895
UP000241263	0.1075
UP000226124	0.1062
UP000240374	0.0815
UP000240564	0.1162
UP000226262	0.1102
UP000223103	0.0558
UP000222194	0.0960
UP000240328	0.0895
UP000222764	0.1120
UP000224898	0.1042
UP000222047	0.0876
UP000231050	0.1002
UP000225026	0.0789
UP000240688	0.0718
UP000225897	0.1132
UP000225301	0.1191
UP000241592	0.1015
UP000226249	0.0794
UP000241341	0.0827
UP000240487	0.0833
UP000001040	0.0898
UP000225454	0.1220
UP000229271	0.0885
UP000028665	0.0838
UP000240350	0.0742
UP000222808	0.0962
UP000000690	0.0883
UP000241876	0.0908
UP000202158	0.0905
UP000224217	0.1087
UP000240903	0.0802
UP000230966	0.0783
UP000224219	0.0897
UP000221600	0.0884
UP000202069	0.1020
UP000240252	0.0996
UP000241188	0.0866
UP000241034	0.0823
UP000241432	0.0915
UP000241061	0.0786
UP000240855	0.0654
UP000241090	0.1036
UP000241370	0.0825
UP000202174	0.1033
UP000225660	0.1121
UP000221999	0.0900
UP000204537	0.0827
UP000241058	0.1192
UP000203902	0.0997
UP000241732	0.0919
UP000244186	0.0830
UP000240268	0.1003
UP000224441	0.0857
UP000217816	0.0717
UP000222804	0.0850
UP000226413	0.0787
UP000224301	0.0927
UP000223239	0.0974
UP000223770	0.0840
UP000222030	0.0990
UP000221937	0.0953
UP000241510	0.0924
UP000223140	0.0986
UP000221216	0.0746
UP000224314	0.0800
UP000016942	0.0820
UP000222556	0.0790
UP000224566	0.0761
UP000201945	0.0798
UP000203783	0.0818
UP000241620	0.1010
UP000222283	0.0950
UP000223906	0.0858
UP000203153	0.0723
UP000225190	0.1025
UP000241941	0.0729
UP000222446	0.0947
UP000203604	0.0924
UP000221795	0.0954
UP000222471	0.0812
UP000225007	0.0754
UP000202784	0.0811
UP000221883	0.0779
UP000240208	0.0681
UP000221326	0.0754
UP000221822	0.0840
UP000201871	0.0793
UP000204552	0.0747
UP000223654	0.0880
UP000224134	0.0801
UP000223755	0.0844
UP000204285	0.0816
UP000240568	0.0997
UP000223669	0.0912
UP000225704	0.0874
UP000203336	0.0611
UP000226021	0.0840
UP000224899	0.0913
UP000223776	0.1081
UP000224263	0.0895
UP000221558	0.0937
UP000221306	0.0902
UP000226128	0.0939
UP000223646	0.0801
UP000223138	0.0802
UP000225104	0.1957
UP000223335	0.0596
UP000202995	0.0829
UP000019731	0.0801
UP000226117	0.0723
UP000224269	0.0755
UP000222681	0.0863
UP000223512	0.0825
UP000223514	0.2133
UP000225717	0.0738
UP000202110	0.0907
UP000221148	0.0970
UP000225568	0.0891
UP000222886	0.0884
UP000240865	0.0843
UP000240377	0.0921
UP000223060	0.0823
UP000222594	0.0912
UP000223730	0.0608
UP000011857	0.0833
UP000222319	0.0732
UP000225599	0.0573
UP000224052	0.0960
UP000221243	0.0476
UP000008644	0.1163
UP000221552	0.0964
UP000222963	0.0699
UP000222183	0.0798
UP000223545	0.0914
UP000241743	0.0865
UP000222069	0.0592
UP000225583	0.0609
UP000221262	0.1039
UP000225037	0.0792
UP000203313	0.0779
UP000008647	0.0795
UP000222950	0.0739
UP000225500	0.0839
UP000224101	0.0826
UP000226396	0.0571
UP000241856	0.0874
UP000224179	0.0717
UP000223281	0.0876
UP000223768	0.0660
UP000224836	0.0835
UP000240470	0.0846
UP000224035	0.0864
UP000226171	0.0780
UP000203605	0.0641
UP000228763	0.0728
UP000240386	0.0843
UP000221605	0.0772
UP000243993	0.1137
UP000226235	0.0793
UP000241096	0.0827
UP000223979	0.0708
UP000225160	0.0610
UP000223389	0.0771
UP000223244	0.0485
UP000224585	0.0827
UP000222383	0.0707
UP000224762	0.0655
UP000224754	0.0519
UP000241164	0.0774
UP000231051	0.0690
UP000224063	0.0670
UP000224746	0.0741
UP000202076	0.0442
UP000223010	0.0713
UP000241560	0.0807
UP000240821	0.0738
UP000225200	0.0649
UP000223544	0.0461
UP000221506	0.0626
UP000202693	0.0542
UP000225029	0.0751
UP000222256	0.0625
UP000224800	0.0671
UP000222402	0.0608
UP000240948	0.0899
UP000001588	0.0892
UP000241747	0.0761
UP000223363	0.0643
UP000225821	0.0693
UP000225837	0.0882
UP000225885	0.0619
UP000225515	0.0651
UP000221468	0.0559
UP000223342	0.0700
UP000223801	0.0636
UP000222252	0.0842
UP000224960	0.0791
UP000224987	0.0604
UP000223361	0.0585
UP000221837	0.0729
UP000224598	0.0388
UP000223149	0.0614
UP000240743	0.0418
UP000224474	0.0829
UP000221619	0.0474
UP000223025	0.0613
UP000203758	0.0580
UP000225754	0.0468
UP000222432	0.0777
UP000221453	0.0733
UP000222421	0.0614
UP000224012	0.0536
UP000224877	0.0611
UP000033339	0.0645
UP000225028	0.0667
UP000223294	0.1666
UP000240921	0.0625
UP000001291	0.0931
UP000241125	0.0554
UP000241106	0.0493
UP000001838	0.0557
UP000225886	0.0808
UP000006635	0.1003
UP000203997	0.1238
UP000201190	0.1378
UP000203822	0.1054
UP000201737	0.1100
UP000202309	0.1103
UP000009248	0.0881
UP000203996	0.1022
UP000203651	0.0837
UP000203240	0.0878
UP000203768	0.0993
UP000201348	0.0799
UP000202531	0.1080
UP000204251	0.0992
UP000009249	0.0755
UP000202706	0.0788
UP000202667	0.0938
UP000202376	0.0818
UP000203482	0.0849
UP000201335	0.0711
UP000204470	0.0782
UP000214353	0.0912
UP000202587	0.0840
UP000069875	0.1048
UP000208100	0.0831
UP000204667	0.0989
UP000204418	0.0824
UP000201917	0.0750
UP000204293	0.0718
UP000203623	0.0597
UP000203316	0.0670
UP000204644	0.0772
UP000202719	0.0748
UP000202921	0.0657
UP000204663	0.0989
UP000203221	0.0742
UP000202136	0.0699
UP000214344	0.0721
UP000008292	0.0744
UP000214542	0.0724
UP000214366	0.0755
UP000232791	0.0585
UP000202315	0.0708
UP000201571	0.0624
UP000007020	0.0720
UP000202635	0.0608
UP000202962	0.0540
UP000202782	0.0712
UP000203846	0.0690
UP000201628	0.0587
UP000203549	0.0482
UP000232720	0.0689
UP000202544	0.0506
UP000203359	0.0633
UP000202129	0.0571
UP000201861	0.0567
UP000202317	0.0639
UP000201310	0.0580
UP000203433	0.0564
UP000008776	0.0592
UP000006824	0.1444
UP000234920	0.0869
UP000201324	0.0458
UP000203195	0.0825
UP000001100	0.0632
UP000014926	0.0286
UP000014934	0.0303
UP000014924	0.0290
UP000232497	0.1355
UP000202932	0.0596
UP000000679	0.0510
UP000232951	0.0521
UP000202912	0.0936
UP000000397	0.1282
UP000204529	0.0940
UP000202821	0.0637
UP000201911	0.0317
UP000201255	0.0530
UP000007025	0.1198
UP000201995	0.0793
UP000202615	0.0664
UP000203345	0.0798
UP000208115	0.0646
UP000208102	0.1118
UP000201828	0.0754
UP000204260	0.0533
UP000202055	0.0455
UP000000678	0.0910
UP000208097	0.0366
UP000201683	0.1064
UP000203741	0.0489
UP000201490	0.0371
UP000240629	0.1352
UP000240909	0.0573
UP000232613	0.0322
UP000202355	0.0763
UP000203378	0.0864
UP000207733	0.0334
UP000202915	0.0419
UP000011262	0.0763
UP000232776	0.0649
UP000203562	0.0693
UP000000396	0.0738
UP000006933	0.0521
UP000204341	0.0385
UP000203677	0.0390
UP000202636	0.0581
UP000203903	0.0539
UP000201549	0.0334
UP000232549	0.0847
UP000204555	0.0331
UP000207640	0.0478
UP000204548	0.0466
UP000202791	0.0329
UP000201879	0.0777
UP000208069	0.0401
UP000203689	0.0401
UP000204510	0.0538
UP000202836	0.0558
UP000202394	0.0435
UP000204440	0.0433
UP000201431	0.0631
UP000217400	0.0314
UP000240496	0.0425
UP000203490	0.0350
UP000000677	0.0378
UP000201244	0.0415
UP000204481	0.0507
UP000201141	0.0553
UP000202554	0.0426
UP000204444	0.0657
UP000201444	0.0429
UP000204055	0.0394
UP000202664	0.0424
UP000203412	0.0341
UP000204291	0.0317
UP000203424	0.0333
UP000202322	0.0900
UP000207727	0.0317
UP000203658	0.0356
UP000203515	0.0275
UP000201134	0.0402
UP000201349	0.0310
UP000202202	0.0306
UP000201464	0.0335
UP000202213	0.0377
UP000030600	0.0046
UP000203348	0.0329
UP000208081	0.0412
UP000201906	0.0382
UP000204053	0.0253
UP000201899	0.0352
UP000203280	0.0316
UP000204106	0.0488
UP000232837	0.0549
UP000008911	0.0619
UP000201940	0.0339
UP000201939	0.1124
UP000002150	0.1285
UP000001243	0.0562
UP000204318	0.0662
UP000007250	0.0964
UP000241576	0.0717
UP000007248	0.0804
UP000007213	0.0771
UP000000515	0.1147
UP000175413	0.1060
UP000007249	0.0897
UP000170672	0.0843
UP000240816	0.0981
UP000007804	0.0790
UP000155198	0.0897
UP000145844	0.0823
UP000156487	0.0674
UP000007399	0.1329
UP000002502	0.1188
UP000201955	0.0540
UP000008454	0.0924
UP000007795	0.0686
UP000001649	0.0752
UP000204328	0.0520
UP000204253	0.0559
UP000202606	0.0618
UP000000358	0.0579
UP000000411	0.0845
UP000000412	0.0650
UP000204108	0.0327
UP000237247	0.1192
UP000202313	0.0585
UP000203225	0.0627
UP000202132	0.0544
UP000203998	0.0480
UP000000826	0.0759
UP000000668	0.0715
UP000007049	0.0441
UP000007661	0.0494
UP000001098	0.0158
UP000000413	0.0138
UP000011266	0.1890
UP000203871	0.1448
UP000203944	0.1368
UP000204385	0.1256
UP000204019	0.1191
UP000201507	0.1468
UP000232934	0.0968
UP000201787	0.0846
UP000203508	0.0784
UP000201118	0.0640
UP000201825	0.0922
UP000208079	0.0931
UP000201068	0.0954
UP000002501	0.1177
UP000203800	0.0771
UP000202270	0.0926
UP000204371	0.1105
UP000202638	0.0689
UP000217298	0.0737
UP000204139	0.1247
UP000203364	0.1490
UP000203708	0.0729
UP000201177	0.1342
UP000211163	0.0380
UP000204520	0.0404
UP000207628	0.0723
UP000201167	0.1158
UP000202101	0.0658
UP000204121	0.0401
UP000204211	0.1437
UP000207641	0.0286
UP000002243	0.0919
UP000002245	0.1670
UP000202191	0.0432
UP000214364	0.0332
UP000204536	0.1297
UP000201484	0.0661
UP000208109	0.0632
UP000202696	0.0472
UP000201987	0.1530
UP000208088	0.0448
UP000201428	0.0554
UP000202594	0.0537
UP000007763	0.1145
UP000202510	0.1268
UP000208095	0.0290
UP000208078	0.0406
UP000203933	0.1640
UP000202326	0.0281
UP000008446	0.1237
UP000232735	0.0338
UP000052104	0.1746
UP000001065	0.1008
UP000208089	0.0415
UP000201102	0.0961
UP000201832	0.0628
UP000002246	0.0573
UP000207698	0.0445
UP000008622	0.1096
UP000201271	0.1239
UP000201408	0.0638
UP000241372	0.0491
UP000207680	0.0651
UP000011265	0.0566
UP000002244	0.0417
UP000204449	0.1226
UP000006714	0.0544
UP000170423	0.2541
UP000129398	0.2521
UP000174178	0.1613
UP000125118	0.1528
UP000123401	0.2900
UP000157713	0.1341
UP000151502	0.1365
UP000133082	0.0745
UP000105477	0.1056
UP000172189	0.1579
UP000142322	0.1654
UP000135476	0.1466
UP000171832	0.1037
UP000112673	0.0404
UP000173842	0.1725
UP000163039	0.2236
UP000108467	0.1673
UP000125898	0.1052
UP000149408	0.1454
UP000158662	0.1351
UP000116972	0.1752
UP000143919	0.0795
UP000165262	0.1667
UP000149126	0.1111
UP000171619	0.1359
UP000112020	0.0951
UP000203554	0.1192
UP000115090	0.1141
UP000136417	0.0664
UP000170197	0.1121
UP000121405	0.1840
UP000235717	0.1839
UP000104684	0.1761
UP000118400	0.1367
UP000110943	0.0677
UP000156073	0.1171
UP000156603	0.0328
UP000107012	0.0763
UP000113176	0.1480
UP000120250	0.0618
UP000160822	0.0582
UP000173942	0.0803
UP000203258	0.0981
UP000132218	0.1264
UP000156630	0.0688
UP000106396	0.0421
UP000104785	0.1183
UP000134533	0.0699
UP000166800	0.0405
UP000169787	0.0929
UP000118530	0.1100
UP000170840	0.0842
UP000145959	0.0406
UP000156789	0.1116
UP000102219	0.0650
UP000137149	0.0387
UP000133543	0.0908
UP000109295	0.0000
UP000160174	0.1570
UP000105727	0.1257
UP000129190	0.0764
UP000165562	0.0709
UP000137862	0.0417
UP000106941	0.0482
UP000164147	0.1097
UP000131097	0.0504
UP000151881	0.0643
UP000158532	0.0629
UP000145445	0.0492
UP000137422	0.0738
UP000117147	0.0344
UP000151871	0.0356
UP000153665	0.0694
UP000201767	0.0872
UP000161175	0.0508
UP000128757	0.0786
UP000097722	0.0520
UP000201587	0.0972
UP000152287	0.0486
UP000134640	0.1304
UP000149296	0.0964
UP000153683	0.0589
UP000203361	0.1409
UP000106577	0.1408
UP000175362	0.1745
UP000144831	0.1077
UP000201103	0.0113
UP000007023	0.0627
UP000157847	0.0519
UP000166529	0.0376
UP000156401	0.0308
UP000136128	0.0551
UP000150130	0.0714
UP000217770	0.0832
UP000105858	0.0439
UP000173348	0.0653
UP000147555	0.0793
UP000165221	0.0788
UP000103471	0.0341
UP000101765	0.1362
UP000139709	0.0258
UP000137347	0.0395
UP000125226	0.0349
UP000099588	0.0380
UP000148838	0.0836
UP000097509	0.0383
UP000110001	0.0404
UP000160094	0.0455
UP000130271	0.0741
UP000204118	0.0427
UP000163534	0.0844
UP000164976	0.0584
UP000167233	0.1203
UP000165445	0.0162
UP000153328	0.0633
UP000109712	0.1203
UP000169232	0.0289
UP000103610	0.0371
UP000125623	0.1031
UP000217260	0.0436
UP000120900	0.0450
UP000139905	0.0437
UP000171028	0.0435
UP000123326	0.0664
UP000107696	0.0515
UP000203333	0.0623
UP000172453	0.0705
UP000131023	0.0776
UP000161625	0.0218
UP000125345	0.0583
UP000142172	0.0172
UP000138147	0.0775
UP000102036	0.0427
UP000154120	0.0711
UP000173005	0.0866
UP000118038	0.0879
UP000102920	0.0711
UP000173511	0.0139
UP000169999	0.0577
UP000159338	0.0690
UP000172296	0.0544
UP000146794	0.0441
UP000113390	0.0932
UP000163346	0.0932
UP000172665	0.0609
UP000008626	0.0648
UP000204153	0.0576
UP000204351	0.0461
UP000101850	0.0778
UP000202873	0.0376
UP000117459	0.0202
UP000107417	0.0404
UP000202842	0.0675
UP000201972	0.0779
UP000202715	0.0700
UP000208099	0.1017
UP000202423	0.0626
UP000006707	0.0675
UP000202495	0.0611
UP000201750	0.0912
UP000232786	0.0785
UP000201347	0.0628
UP000204277	0.0345
UP000203533	0.0417
UP000204198	0.0400
UP000201558	0.0843
UP000204414	0.0916
UP000203837	0.0425
UP000217341	0.0429
UP000202874	0.0344
UP000237392	0.0482
UP000000359	0.0542
UP000203162	0.0442
UP000201276	0.0520
UP000201649	0.0490
UP000001099	0.0384
UP000202496	0.0555
UP000204080	0.0488
UP000201555	0.0500
UP000204677	0.0494
UP000234780	0.0543
UP000203551	0.0285
UP000234913	0.0399
UP000232682	0.0285
UP000208098	0.0335
UP000217264	0.0323
UP000202675	0.0439
UP000207657	0.0331
UP000232887	0.0532
UP000202455	0.0442
UP000201450	0.0389
UP000029756	0.0369
UP000232845	0.0365
UP000232757	0.0221
UP000203849	0.1970
UP000000680	0.0576
UP000096080	0.0419
UP000151903	0.1389
UP000126493	0.0216
UP000142997	0.0512
UP000161041	0.0387
UP000116644	0.0421
UP000127630	0.0346
UP000132721	0.0316
UP000000354	0.0315
UP000174731	0.0297
UP000011786	0.0372
UP000134696	0.0650
UP000127207	0.0332
UP000125672	0.0333
UP000102490	0.0363
UP000007546	0.0937
UP000124656	0.0432
UP000164987	0.0277
UP000123364	0.0382
UP000144236	0.0350
UP000167590	0.0450
UP000203393	0.0363
UP000101546	0.0343
UP000006576	0.0258
UP000139997	0.0242
UP000099410	0.0301
UP000007449	0.0244
UP000138261	0.0422
UP000106470	0.0328
UP000147626	0.0425
UP000006717	0.0337
UP000166023	0.0345
UP000001440	0.0258
UP000174423	0.0405
UP000106776	0.0386
UP000117806	0.0259
UP000000835	0.0372
UP000155907	0.0330
UP000113079	0.0173
UP000126502	0.0389
UP000144177	0.0290
UP000006571	0.0270
UP000132096	0.0262
UP000143524	0.0281
UP000204102	0.0304
UP000150460	0.0291
UP000007192	0.0243
UP000144778	0.0270
UP000103794	0.0295
UP000132946	0.0190
UP000173347	0.0228
UP000130985	0.0210
UP000204448	0.0233
UP000153628	0.0317
UP000104963	0.0222
UP000100808	0.0159
UP000151210	0.0176
UP000000355	0.0122
UP000139707	0.0241
UP000154814	0.0311
UP000203497	0.0288
UP000006716	0.0176
UP000202100	0.0265
UP000145001	0.0281
UP000125924	0.0327
UP000203395	0.0245
UP000155347	0.0243
UP000001985	0.0292
UP000008573	0.0159
UP000002136	0.1216
UP000240302	0.0962
UP000001051	0.0803
UP000000733	0.0932
UP000204347	0.0776
UP000000734	0.0682
UP000241860	0.0442
UP000002610	0.0498
UP000201836	0.0954
UP000240336	0.0469
UP000241608	0.0188
UP000008590	0.0293
UP000006040	0.0386
UP000204168	0.0184
UP000204483	0.3843
UP000201638	0.1470
UP000202230	0.1328
UP000002887	0.1415
UP000203474	0.1092
UP000201566	0.1876
UP000201539	0.1223
UP000204411	0.1220
UP000029343	0.1206
UP000203688	0.1662
UP000204021	0.1090
UP000204584	0.1592
UP000029361	0.0871
UP000030044	0.0994
UP000202511	0.1694
UP000204085	0.1026
UP000201389	0.0937
UP000030041	0.0842
UP000204304	0.0908
UP000201195	0.0922
UP000007518	0.0847
UP000002827	0.1175
UP000203676	0.0839
UP000203880	0.0794
UP000204107	0.0791
UP000204252	0.1052
UP000201358	0.0884
UP000008728	0.0865
UP000202000	0.0768
UP000031087	0.0753
UP000018801	0.0953
UP000011862	0.0755
UP000031084	0.0679
UP000015563	0.0864
UP000031085	0.0752
UP000202444	0.0833
UP000203809	0.0828
UP000204113	0.0732
UP000015564	0.0703
UP000031086	0.0586
UP000015569	0.0770
UP000201148	0.0691
UP000240538	0.0505
UP000201090	0.0420
UP000014422	0.0566
UP000015568	0.0418
UP000202176	0.0835
UP000204430	0.0781
UP000201465	0.0612
UP000002553	0.0349
UP000006673	0.0815
UP000232240	0.0147
UP000007085	0.0363
UP000015400	0.0353
UP000171279	0.0165
UP000143891	0.1465
UP000007209	0.1298
UP000007771	0.1361
UP000029776	0.1442
UP000217939	0.0357
UP000207740	0.0155
UP000006676	0.0253
UP000204213	0.0258
UP000203726	0.0158
UP000235161	0.0195
UP000234934	0.0276
UP000002500	0.0080
UP000054557	0.0067
UP000000518	0.0737
UP000002317	0.0231
UP000000360	0.0079
UP000029757	0.0128
UP000011832	0.1020
UP000009161	0.0621
UP000000512	0.0641
UP000006814	0.0613
UP000224202	0.0663
UP000009164	0.0703
UP000000782	0.0687
UP000000735	0.0757
UP000001247	0.0732
UP000000854	0.0782
UP000000398	0.1865
UP000000958	0.1752
UP000203662	0.2103
UP000232556	0.2439
UP000201168	0.2098
UP000241210	0.2028
UP000204326	0.2881
UP000203866	0.1926
UP000201306	0.2464
UP000203571	0.1955
UP000201109	0.1688
UP000201850	0.1904
UP000201376	0.1979
UP000007781	0.1780
UP000203149	0.2132
UP000204001	0.2319
UP000202261	0.2305
UP000203295	0.2046
UP000232606	0.1605
UP000203197	0.1699
UP000202526	0.1405
UP000202907	0.2015
UP000240792	0.1972
UP000007230	0.2242
UP000202162	0.1770
UP000201909	0.2395
UP000204375	0.2009
UP000217340	0.2235
UP000203716	0.2214
UP000202033	0.1498
UP000203028	0.1627
UP000201157	0.1827
UP000232703	0.1855
UP000241846	0.2324
UP000201530	0.2164
UP000203321	0.1686
UP000202377	0.2256
UP000204286	0.1576
UP000204432	0.1673
UP000232723	0.2361
UP000204626	0.1573
UP000201830	0.2102
UP000204369	0.1349
UP000232567	0.1582
UP000201905	0.2178
UP000203767	0.1516
UP000203204	0.1543
UP000204533	0.1719
UP000203450	0.1563
